source_name	source_dtype	source_shape	transformation	destination_name	destination_dtype	destination_shape	component	role
vae.decoder.up_blocks.4.res_blocks.3.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.3.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.3.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.4.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.4.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.per_channel_scale1	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.per_channel_scale1	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.per_channel_scale2	BF16	[256,1,1]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.per_channel_scale2	BF16	[256,1,1]	vae.decoder	weight
vae.decoder.up_blocks.4.res_blocks.5.scale_shift_table	BF16	[4,256]	identity_bytes	component.vae.decoder.up_blocks.4.res_blocks.5.scale_shift_table	BF16	[4,256]	vae.decoder	weight
vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_1.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_1.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_1.weight	BF16	[1024,256]	identity_bytes	component.vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_1.weight	BF16	[1024,256]	vae.decoder	weight
vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_2.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_2.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_2.weight	BF16	[1024,1024]	identity_bytes	component.vae.decoder.up_blocks.4.time_embedder.timestep_embedder.linear_2.weight	BF16	[1024,1024]	vae.decoder	weight
vae.decoder.up_blocks.5.conv.conv.bias	BF16	[1024]	identity_bytes	component.vae.decoder.up_blocks.5.conv.conv.bias	BF16	[1024]	vae.decoder	weight
vae.decoder.up_blocks.5.conv.conv.weight	BF16	[1024,256,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.5.conv.conv.weight	BF16	[1024,256,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.per_channel_scale1	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.per_channel_scale1	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.per_channel_scale2	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.per_channel_scale2	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.0.scale_shift_table	BF16	[4,128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.0.scale_shift_table	BF16	[4,128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.per_channel_scale1	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.per_channel_scale1	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.per_channel_scale2	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.per_channel_scale2	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.1.scale_shift_table	BF16	[4,128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.1.scale_shift_table	BF16	[4,128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.per_channel_scale1	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.per_channel_scale1	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.per_channel_scale2	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.per_channel_scale2	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.2.scale_shift_table	BF16	[4,128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.2.scale_shift_table	BF16	[4,128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.per_channel_scale1	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.per_channel_scale1	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.per_channel_scale2	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.per_channel_scale2	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.3.scale_shift_table	BF16	[4,128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.3.scale_shift_table	BF16	[4,128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.per_channel_scale1	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.per_channel_scale1	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.per_channel_scale2	BF16	[128,1,1]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.per_channel_scale2	BF16	[128,1,1]	vae.decoder	weight
vae.decoder.up_blocks.6.res_blocks.4.scale_shift_table	BF16	[4,128]	identity_bytes	component.vae.decoder.up_blocks.6.res_blocks.4.scale_shift_table	BF16	[4,128]	vae.decoder	weight
vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_1.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_1.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_1.weight	BF16	[512,256]	identity_bytes	component.vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_1.weight	BF16	[512,256]	vae.decoder	weight
vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_2.bias	BF16	[512]	identity_bytes	component.vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_2.bias	BF16	[512]	vae.decoder	weight
vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_2.weight	BF16	[512,512]	identity_bytes	component.vae.decoder.up_blocks.6.time_embedder.timestep_embedder.linear_2.weight	BF16	[512,512]	vae.decoder	weight
vae.encoder.conv_in.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.conv_in.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.conv_in.conv.weight	BF16	[128,48,3,3,3]	identity_bytes	component.vae.encoder.conv_in.conv.weight	BF16	[128,48,3,3,3]	vae.decoder	weight
vae.encoder.conv_out.conv.bias	BF16	[129]	identity_bytes	component.vae.encoder.conv_out.conv.bias	BF16	[129]	vae.decoder	weight
vae.encoder.conv_out.conv.weight	BF16	[129,512,3,3,3]	identity_bytes	component.vae.encoder.conv_out.conv.weight	BF16	[129,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.0.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.0.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.0.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.0.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.0.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.0.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.0.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.0.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.1.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.1.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.1.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.1.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.1.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.1.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.1.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.1.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.2.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.2.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.2.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.2.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.2.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.2.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.2.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.2.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.3.conv1.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.3.conv1.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.3.conv1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.3.conv1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.3.conv2.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.3.conv2.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.0.res_blocks.3.conv2.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.0.res_blocks.3.conv2.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.1.conv.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.1.conv.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.1.conv.weight	BF16	[128,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.1.conv.weight	BF16	[128,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.2.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.2.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.2.conv1.conv.weight	BF16	[256,128,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.2.conv1.conv.weight	BF16	[256,128,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.2.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.2.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.2.conv_shortcut.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.2.conv_shortcut.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.2.conv_shortcut.weight	BF16	[256,128,1,1,1]	identity_bytes	component.vae.encoder.down_blocks.2.conv_shortcut.weight	BF16	[256,128,1,1,1]	vae.decoder	weight
vae.encoder.down_blocks.2.norm3.norm.bias	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.2.norm3.norm.bias	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.2.norm3.norm.weight	BF16	[128]	identity_bytes	component.vae.encoder.down_blocks.2.norm3.norm.weight	BF16	[128]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.0.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.0.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.0.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.0.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.0.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.0.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.0.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.0.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.1.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.1.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.1.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.1.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.1.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.1.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.1.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.1.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.2.conv1.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.2.conv1.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.2.conv1.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.2.conv1.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.2.conv2.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.2.conv2.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.3.res_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.3.res_blocks.2.conv2.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.4.conv.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.4.conv.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.4.conv.weight	BF16	[256,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.4.conv.weight	BF16	[256,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.5.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.5.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.5.conv1.conv.weight	BF16	[512,256,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.5.conv1.conv.weight	BF16	[512,256,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.5.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.5.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.5.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.5.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.5.conv_shortcut.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.5.conv_shortcut.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.5.conv_shortcut.weight	BF16	[512,256,1,1,1]	identity_bytes	component.vae.encoder.down_blocks.5.conv_shortcut.weight	BF16	[512,256,1,1,1]	vae.decoder	weight
vae.encoder.down_blocks.5.norm3.norm.bias	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.5.norm3.norm.bias	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.5.norm3.norm.weight	BF16	[256]	identity_bytes	component.vae.encoder.down_blocks.5.norm3.norm.weight	BF16	[256]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.0.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.0.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.0.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.0.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.0.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.1.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.1.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.1.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.1.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.1.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.1.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.2.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.2.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.2.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.2.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.2.conv2.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.6.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.6.res_blocks.2.conv2.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.7.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.7.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.7.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.7.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.0.conv1.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.0.conv1.conv.bias	BF16	[512]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.0.conv1.conv.weight	BF16	[512,512,3,3,3]	vae.decoder	weight
vae.encoder.down_blocks.8.res_blocks.0.conv2.conv.bias	BF16	[512]	identity_bytes	component.vae.encoder.down_blocks.8.res_blocks.0.conv2.conv.bias	BF16	[512]	vae.decoder	weight
